Geneid	AY31	AY32	AY33	AY34	AY35	AY36	AY37	AY38	AY39	AY40	AY41	AY42 	AY1	AY2	AY3	AY4	AY5	AY6	AY7	AY8	AY9	AY10	AY11	AY12
YDL136W	3448.81	1372.33	3466.37	1454.21	5371.97	3124.29	5069.31	3258.03	3907.54	1858.24	4272.29	1412.1	3422.75	10842.27	1251.58	1447.97	6706.15	5494.94	4143.25	4486.31	2151.78	2912.5	1457.42	1941.92
YDR248C	255.54	163.04	258.07	213.07	439	337.38	406.04	291.37	279.54	222.07	308.3	144.05	188.75	448.23	137.5	113.46	413	324.25	318.62	349.97	95.83	165	93.08	143.44
YDR078C	78.52	46	61.25	69.08	111	63.42	85	68.5	69	72	69	59	39	103.37	52.57	58	80	75.42	65.5	119.83	30.5	37	41	70.33
YDR068W	212.17	123.5	236.75	209	298.15	258	277.36	209	219.57	169	283.25	110.33	230.5	488.55	204.17	160.81	404.5	361.29	329.08	331.35	80.75	154.64	86.62	142.18
YDL080C	523.5	352.83	469.57	517.5	821.76	641.25	703.83	566.58	506.67	454.64	618.12	361.85	409.17	979.86	379.25	396.08	908.5	780.77	717.62	1066	271.25	355	252.17	387.92
YDR461C-A	12.5	6	14	4.25	120.75	145	118.5	152	20.67	32	25	22	9	34	6.17	12	152	127.62	187	166.5	6	10	21.33	34.19
YDR252W	41.71	30.19	45.54	47.48	83	64.1	74	48.56	41.27	33	62.77	29	34.5	93.17	26.59	39.27	60.33	39.44	59.7	77.05	32	37	20	52.25
YDL046W	2323.25	1537.67	2256.83	1900.5	3231.58	2751.17	3285	2680.5	2828.67	2243	3034	1936.75	1322.08	3079.17	1283.17	1476.5	2700.66	2382.58	2525.7	3599.15	1386.7	1807.71	1270.33	1937
YDR540C	12	80	16	138	29.08	25	35	22	19.07	39.28	25	32.11	15.17	43.19	132.11	127.88	39	29.5	36.72	63.5	13.34	12	25.5	54.36
YDR181C	112.81	102.83	131.1	130.07	218.5	137.69	155.5	141.94	114.06	119.67	135.56	77.09	125.03	288.03	156.98	120.63	249.6	244.67	188.11	288.44	49.5	93.05	61.18	125.78
YDL200C	56	45	64.1	63.25	95	101	96.42	87	59	66	74	57.5	48	124.92	51	52	91	96.25	101.5	86.33	31	32	26.83	62.5
YDR108W	375.39	276.39	345.89	400.79	535.58	443	478.92	384.79	402.19	418.58	475.04	335.88	217.67	558.35	214.27	223.62	457.62	352.7	415.49	525.6	168.1	200.54	185.86	322.9
YDR337W	123.08	79.18	155.57	100.51	226.83	218.06	210.52	180.5	143.33	120.43	135.18	77	83.47	274.87	93.87	77.04	175.64	170.12	225	212.25	82.66	69.12	55.5	75.45
YDR356W	257.95	280.78	235.33	353.76	329.35	248.25	283.93	226.57	206.96	288.81	276.77	211.32	171.49	483.1	318.17	319.53	339.57	310.22	311.85	410.99	97.75	148.99	133.23	246.85
YDL235C	709.92	604.28	767.83	724	1142.5	939.33	1002	809	709.75	782	820.5	593.45	527.58	1320.21	637.81	547.33	1184.83	926	884.83	1080.12	323.83	436.5	393.83	642.83
YDR320W-B	9.25	11.83	16.11	20.93	20.3	20	20	18.5	21.72	18.5	19.5	12	14	20.5	13.19	15.54	21.17	11.5	22.53	28.2	5.5	15.22	12.72	16.53
YDL245C	0	1	0.5	0.38	0.25	0.83	1.25	1	2	1	1	0.12	0	0.5	0.63	0	0.5	0.5	3	2.57	0	0	0.5	0.67
YDR170W-A	9372.78	7499.88	11199.45	6724.35	25132.6	21637.04	20018.68	21118.53	12579.34	8134.17	16396.78	7921.38	5332.65	19661.27	4764.18	8676.29	19824.26	14988.23	21477.56	21880.84	5004.15	6172.47	5329.38	6962.19
YDR210W-B	12883.58	24816.14	11580.01	32368.18	9859.84	7938.21	9448.24	8103.72	13614.07	17902.01	14751.58	12078.36	10019.28	28070.26	26298.82	37041.56	11822.98	9591.14	13283.61	14335.57	5011.92	7727.03	13198.27	15638.09
YDR210C-D	32798.95	59024.98	45200.28	58383.95	39059.6	40271.29	33737.2	39272.09	36537.15	45482.51	49317.11	39870.05	26800.5	112481.76	58040.27	98387.37	54541.7	51205.32	75680.62	83158.18	15784.91	29738.03	40624.38	60857.84
YDR316W-B	17254.88	28811.01	22979.08	30519.46	13673.04	14645.3	11618.76	13141.52	19948.85	26692.53	24328.72	21596.64	12952.61	60992.16	29405.9	49645.59	21033.54	18269.57	28862.41	28545.09	7312.08	13739.96	21119.63	30653.38
YDR261C-D	40865.26	55003.75	48057.07	66650.44	21301.72	23018.28	15576.47	19723.16	48985.75	55259.44	56671.85	40287.91	28075.67	117086.29	51172.77	83038.43	28248.63	24143.07	41122.83	39419.64	15816.62	26657.12	34016.92	48637.26
YDR210C-C	1157.88	1633.19	1036.15	2329.44	1764.63	1760.48	1216.39	1328.7	1145.43	1702.67	1325.72	1419.18	1274.53	2761.28	2673.61	3260.82	2630.31	2179.04	3018.72	3022.27	712.24	1074.46	1617.8	2329.66
YDR261C-C	9403.29	13674.08	11227.36	16321.22	4595.61	4485.5	3296.55	3969.52	12392.5	13106.57	16311.32	10730.6	6942.61	29762.52	12698.07	20886.81	6205.95	5676.64	8616.96	9375.34	4310.62	7504.29	7716.74	12453.36
YDR261W-B	18927.68	36600.82	16637.2	47259.23	12947.01	9845.87	13063.13	11059.12	18981.33	25685.3	21895.75	18287.46	13457.58	38088.09	35060.17	50119.99	14337.37	12088.58	14062.07	16071.98	6596.1	10799.61	15883.72	21106.03
YDR365W-A	4963.87	7865.6	6054.17	9228.52	2653.59	2627.88	1946.12	2266.99	7372.44	7934.64	9416.6	6432.94	4392.74	19611.34	8489.56	14001.57	3661.8	3591.61	5212.37	5319.33	2612.69	4738.66	4908.38	8173.1
YDR316W-A	669.15	1104.5	622.76	1528.44	880.89	695.5	556.34	566.59	642.96	1064.3	747.26	863.19	711.68	2091.24	1650.73	2288.41	1634.82	1284.94	1771.11	1885.03	391.08	687.96	1164.36	1629.35
YDR261W-A	4013.18	7894.19	3568.57	9759.95	2285.53	1660.08	2277.89	1859.75	3948.85	5331.21	4393.13	4104.57	2910.79	8628.68	7726.32	11042.24	2708.32	2381.46	2531.28	3203.83	1492.47	2487.19	3609.46	4958.95
YDR365W-B	48025.35	57580.84	51334.33	75224.29	24936.17	26491.48	17798.83	22114.25	58408.14	63911.04	64039.85	45070.72	33947.01	132041.25	59341.72	92180.62	33823.51	27530.87	48601.32	44605.25	18736.23	29762.46	39604.94	52361.02
YDR098C-B	23054.92	44516.89	27634.23	56058.11	19208.46	21387.15	15860.93	18435.18	29121.43	50052.56	37700.47	39431.59	17113.51	74911.29	50108.2	78073.34	27751.56	22940.71	39998.36	39768.61	9379.38	17137.14	33811.79	48796.34
YDR098C-A	2157.67	4922.57	2077.16	8270.39	2873.4	3033.03	1947.12	2199.92	2284.12	6345.73	3216.58	5356.29	2124.67	6543.98	8494.98	11017.8	4512.4	3329.33	6190.1	5840.5	1074.18	1822.98	5546.9	7651.56
YDR210W-A	2811.35	5958.66	2611.86	7403.7	1735.15	1277.09	1769.81	1445.59	2955.71	3598.96	3267.61	2593.15	1837.55	5646.12	5155.7	7640.98	1744.89	1502.22	1620.24	2059.8	956.6	1559.97	2237.79	2806.53
YDR034C-D	14857.07	26537.38	13570.84	34504.24	11542.57	9326.82	14931.42	12866.61	15609.35	18404.37	16278.31	12319.44	11345.03	33253.23	28136.75	39494.22	13680.42	17322.69	14917.52	23367.47	5844.74	8978.67	12433.23	15916.57
YDR034C-C	4663.17	9927.33	4274.8	11958.98	3776.45	2988.98	4546.82	3795.45	4807.93	5744.04	5456.73	4119.78	3014.39	9365.21	8845.4	12888.8	3971.21	4377.73	3977.63	5940.21	1686.25	2638.24	3905.86	4857.57
YOR185C	270.5	707.75	317.5	892.83	630.5	1050.25	589.5	890.5	364.92	1241.5	426	1124.25	149	379.75	645	688.63	371	297.92	796.5	756.38	152	178	610	993.08
YOR237W	18.55	11.24	6.29	18.43	27.26	14.46	27.98	16.65	9.27	22.63	12.82	19.64	8.55	11.35	16.83	13.26	13.52	13.25	13.92	13.21	5.4	7.25	17	16.48
YOL048C	274.12	324	311.33	485.33	535.5	486.5	520	427.17	325.06	550	421	466	180	404.75	303	312	431.25	319	412.67	515.06	155	190.25	239	441.3
tG(GCC)O1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOL144W	275.61	105.44	266.72	125.24	423.25	350.19	379	275.49	218.13	165.78	258.23	121	161.81	443.34	100.89	107.15	458.58	390.78	395.58	480.77	92.64	138.07	65.22	140.56
snR8	520.5	369.17	509.1	486.19	718.75	558.33	613	512	501	430.08	412.5	448	294	720.13	282.33	359	433	573.08	451.83	409.06	196	228	225.33	307.92
YOR082C	0.5	0	0	0	2	1	2.5	0.5	0	0	0	1	0	6	1	2.5	1.5	3.67	4.5	6.75	0.5	0	0	2
YOL072W	444.06	310	374.5	390.57	670	528.25	637.93	474.5	454.12	496.67	539.82	376.93	268.19	673.64	274.67	286.18	615.63	541.77	486.72	684.75	180.5	266.02	185.5	325.06
YOR114W	66.87	407.31	62.25	545.65	75.42	65.04	69.81	62.39	73.26	150.77	90.03	117.57	51.25	126.01	385.49	433.96	65.17	35.1	48	61	18.17	47	67.65	105.39
YOL085C	1	0	0	0	2	0	0	1	1.17	0	0.12	2	0	0.25	1	1	0	0.17	0.17	1	0	0	0	1
YOR385W	1063.62	1029.25	1006.5	1219.17	1217.5	947.88	1130.07	840.75	1160.5	1790.25	1044.5	1296.5	664.75	2002.83	955.58	952.58	842	584.24	573.5	614.5	430.67	657.83	857.5	1301.97
YOR214C	5	1.08	6	2	9.5	4	11	5.25	3	4.4	7.33	5	1	3	2	2.4	4.12	1	6	10	0	3	4	3.17
YOL119C	398	278.5	382	380.5	902.07	1006.5	757.42	833	502	573.25	588.5	456	361	876.62	390	421	946.67	973.42	1185.5	1676.07	266.17	344	283.25	460.25
YOR019W	38.2	132.65	36.07	164.43	51.22	49.8	46.61	47.03	50.36	121.32	44.06	98.75	36.15	66.28	124.12	126.49	49.34	43.02	32.84	27.79	14.76	18.85	53.26	102.07
YOR206W	1606.08	646.35	1500.73	805.66	2090.87	1507.51	1824.98	1380.06	1379.79	1170.19	1645.17	764.88	1008.76	2528.69	493.7	578.36	1906.97	1649.12	1654.81	1967.92	628.5	892.08	533.89	898.71
YOR345C	3.5	11.06	5	16.17	24	26.25	13	22.08	7	18	8	17.29	2	5	8	10	9	8	16.5	44	0	5	5.1	11
YOR341W	9166.26	3248.21	8715.99	3990.43	13750.01	8836.61	11951.62	8008.6	8977.97	5505.92	9401.7	3862.43	6439.29	15236.33	2717.54	2876.08	12346.49	12103.23	10423.11	14897.31	4101.13	5442.71	2620.76	4577.5
YOL088C	493.9	407	448	548.83	758.73	676.25	725.58	614.8	593.97	598.75	705.12	428	283	730.75	352.33	350.17	682.25	581.5	649.17	927.17	204	290	277	409
YOR392W	1.83	1.04	0.67	2.67	1.67	4	5.41	1	0	0	0	3	2	2.5	1.67	0	2.5	2	2.83	5.83	2	0	0.5	3
YOR160W	766.56	506.23	735.62	595.61	1239.55	844.73	1105.96	792	840.11	791.63	940.57	575.34	433.02	1187.78	418.94	418.75	961.43	938.19	853.44	1196.79	314.25	466.72	311.5	518.42
YOR084W	76	132.3	63.35	159.25	110.85	134.97	118.91	95.25	102.36	136	81.42	126.17	57.46	141.51	186.83	229.05	108.64	126.05	155.04	233.86	46.46	58	81.29	139.31
YOR039W	694.8	547.66	674.17	606.37	990.96	814.04	909	729.94	670.17	674.99	783.38	518.23	418.59	1096.76	418.83	431.49	834.33	694.97	727.82	836.78	310	403.35	348.46	562.72
YOR264W	91.87	45.67	89.83	59.41	141.54	104	146.15	89.67	112.97	79.07	122.91	46.42	61.55	152.08	53.83	31.12	191.17	156.26	142.23	180.08	47.06	72	43.64	53.75
YOR281C	266	166.5	296.56	217.92	475	325.12	421.25	277.56	281	222	318	124	213.11	667.42	220.33	175.32	524.01	435.25	415.08	446.97	117	176.25	95.67	179.12
tK(UUU)O	9	10	16.17	5.42	12.27	5	18	6	10	11	10	9.42	8.17	34.75	3	14.25	11.2	10.62	4.07	11.17	10	11	3	8.17
YOR230W	2527.55	3218.3	2111.17	4415.03	4247.45	3162.87	3430.56	2664.79	3094.62	5193.35	3359.32	4257.12	1657.17	4013.45	3099.25	3224.79	3207.83	3656.49	2454.74	3335.13	1093.69	1940	1929.1	3648.6
YOR144C	312.75	284.08	306.42	385.25	523	524.39	468.1	413.19	358.41	396.8	471.31	267	237	546.68	270.5	310	573.1	418.25	527.17	664.75	165.25	242.25	175	289.93
YOL081W	9100.56	9332.65	9289.1	11034.91	16469.27	11670.74	14748.28	10699.01	11441.67	10993	11876.42	8842.76	5340.92	12266.6	7075.78	7906.56	11383.37	10850.34	10848.29	15195.67	4096.32	5825.77	4856.19	7330.8
YOL052C	1444.75	714.08	1483.25	869.25	2269.25	1528.25	2189.6	1390	1639.17	1135	1933.75	746.33	718	2096.58	525	550.83	1623	1224.5	1300.75	1654.75	613	865.33	418.05	778.83
YOR285W	653	780.86	708.75	1040	1091.62	1130.12	1026	1007.55	716.12	1107	694	960.25	457.62	1173.6	931.71	971.99	836.58	783	1010.89	854.82	432	475.85	769.32	1229.52
YOR058C	551.06	703.12	617.87	919.22	922.67	716	780.5	697.56	708.31	958.12	744.17	604.47	381.9	1000.02	686.39	786.16	676.25	553.72	639.55	836.42	269	370.21	337.58	586.1
YOR270C	4108.94	2513.37	4131.92	3061.24	6452.42	4608	5580.28	4135.67	4571.66	3290.22	5016.1	2675.5	3585.57	7911.1	2408.14	2380.67	6379.83	6226.96	5153.27	7005.92	2333.5	3550.42	1611	2923.19
YOL154W	70.82	88.54	105.38	124.35	130.27	127.5	123	98.06	97.36	155.33	104.24	159.49	40.83	142.71	93.11	104.88	116	102.1	132.65	199.23	47.17	61.25	83.32	159.74
YOR115C	268	190	285	245	378.16	277.25	350.85	226.1	244	239	287.58	178	254	642	217.9	223.1	429	327.5	269.5	354.79	120	165	105	249.49
YOL003C	501.75	370.25	501	418.92	848	701.75	775	693.25	602.67	492.67	677	350.2	256.5	703.42	301.75	311.5	639.58	521	721	894	254	306	260	355.75
YOR258W	104.75	60.74	126.5	64.25	137	126	148.75	111.3	128.5	66.85	104.27	48	68	183.77	50	53.25	129	123.35	84	101.5	56	75	52.5	61.9
tN(GUU)O2	0.1	2.07	1.12	1.06	2	3	1	2.5	0.36	2.1	1	0	1	0.1	1.08	2.02	4	2	2.08	4	1	2	2	1.5
YOL103W	1195.65	819.53	1269.42	1116.18	1862.38	1334.88	1585.94	1171.62	1335.81	1045.28	1347.48	767.68	958.13	2283.26	829.66	911.26	1636.65	1600.44	1645.64	2213.66	594.21	878.95	465.76	831.19
YOR215C	356	386	429	541	674.25	663.5	592	608.25	394	552	512.25	465	313.5	783.75	519.67	502.42	618	502	673.5	658	224	253.5	301	555
YOL095C	178.08	275.47	180	437.5	223.75	255.88	242.33	211.67	187.33	634.5	220	482.25	124	304.17	256	254.33	264.75	217	235	328.21	79.17	117	263.08	466
YOL063C	491.42	445.72	553.02	633.79	978.17	691	796.96	648.54	597.38	613.46	686.79	476.17	400.25	1005.77	416.95	467.72	822.17	780.1	734.5	1104.62	270.5	403.38	257.62	442.38
YOL079W	2	1.06	0	1	4	2	2	2	2	2	1	0	0	2	0	1	6	3	6	3	0	0	0	3.1
YOR389W	101.25	100.96	98	111.62	217.5	206.61	200	152.8	108.5	133.19	118.75	102	73.5	166.83	101.38	141	188.5	173.85	274.08	365.93	54.25	55	67.5	93.22
YOR231W	1089.35	820.66	1112.73	1046.23	1994.11	1780.89	1892.44	1633.92	1421.24	1470.93	1436.45	1088.75	711.72	1788.1	799.72	911.05	1734.76	1369.53	1844.27	2140	561.03	755.43	631.04	960.66
YOR021C	230.17	99	291	149.17	374	244	278	209	217	145.33	223	107	255	693.17	179.08	162.5	441	430	353	448.5	140	188	109	239.06
YOR139C	4	3.5	5	4	6	3	5	4	4	2	4	2	0	1	4.5	2	5	7	1	5	1	2	2	7
YOR120W	691.28	363.9	785.29	454.28	1279.92	1318.4	1202.62	1073.82	910.24	592.63	928.29	492	432.89	1115.24	304	303.62	863.5	682.16	845	855.72	312.33	427.12	266.5	429.96
YOL038W	780.5	714.2	762.08	987.78	1426.18	1119.42	1182.67	952.17	839.68	931.82	911.17	683.43	725.91	1749.25	886.71	901.09	1416.5	1334.15	1212.25	1304.79	478	615.67	538.77	889.5
YOR023C	930.17	1022.75	925.67	1231.75	2054	2060.5	1852	1891	1313.04	1655.97	1413.75	1225.88	596	1446.69	799	892	1488.05	1279.92	1830	2408.75	490.5	641	639	991.83
YOL124C	205.5	110	206.08	131.19	267.12	275.2	267.47	206.31	175.06	178.5	174	119.46	125	402	106	111.9	284.75	289.1	369.56	395.89	101	99	77	170.25
YOR212W	1187.37	1328.68	1094.5	1630.51	1260.62	783.08	1150.62	704.17	1056.44	1285.78	1218.08	957.17	991.08	2538.92	1535.5	1628.83	1411.92	1262.73	1010.34	1244.42	615.83	851.25	707.67	1212.83
YOL013W-A	5.33	3.5	4	1.54	1.62	6	4.67	0.5	4.17	3.5	3.33	2.56	1.24	9.1	1.79	2.34	2.98	4.72	4.49	1.44	3.3	2	1.57	4.7
YOL120C	5139.02	2753.67	5136.42	2985.42	7216.46	5077.92	7018.83	4657.65	5730.22	3479.57	5751.23	2649.46	3561.65	7578.08	1600.5	1590.18	5835.52	5047.92	3791.58	4241.96	2991.25	4047	1681.67	2520.58
YOR181W	1038.47	1331	1103.63	1508.2	2640.72	2042.72	2365.44	1969.29	1463.88	1708.59	1303.3	1528.67	803.79	2013.72	1081	1387.49	2330.5	2519.5	2530.83	3940.14	652.33	843	938.34	1282.01
YOR333C	0	0	0	1	3.25	1	2	1.55	4	0	1	1.07	1	2	1	0	1	0	1	1	0.33	1	0	0
YOR335C	4452.31	2347.58	4411.05	2800.19	7269.05	4994.12	6395.75	4662.92	4830.26	3030.4	4923	2149.75	3385.28	8217.51	1948.14	2079.21	6564	5977.26	5313.71	6623.72	2290.33	3239.42	1275.25	2336.12
YOL046C	0	1.83	0.25	1.83	1	4	0.1	1.67	2.25	0	0.33	0	0	1.57	0.1	1.17	0.22	0	0.25	0.5	0	0	0	0.33
YOL029C	219.5	131	213	145.5	378.5	374	347	328.5	232.62	205.5	286	133.5	169.5	386.67	110	119	379.25	365.5	388	540.5	71	139	83	131
YOL155W-A	0	0	0	0.15	0.5	1.5	1	0.5	0	6.25	1	3.75	0	0.12	0	0	0.25	0	0.17	1.15	0	0.5	3.75	5.12
YOR072W	17.42	16.65	24.15	23.56	41.92	43.67	28.67	26.08	26.92	23.56	31.67	29.17	12.06	43.87	14.67	29.46	23	39	40.29	90.33	9.25	15.5	15.5	27.08
YOL161C	1.33	20.64	2.83	29.7	1.23	0.53	2.83	0.58	1.33	2.06	0.31	0.83	0.62	3.29	20.23	30.36	1.23	3.12	2.17	4.18	0.75	1.41	0.33	2.5
snR58	17	6	10	8	26.25	22	32.5	19	16	14	13	8	7	20.5	6	3	19	14	10	14	4	5	5	10
YOL122C	535.25	600.67	721.5	734	1705.92	2056.88	1574	1802	857.65	805	827.06	693	318	933.25	554	648	1155.58	1145	2007.75	2584.25	375	449.06	398	713
YOR252W	54	31.07	64	26.1	84	55	66	48.35	45.12	28.06	51	30.5	58.25	185.6	42.17	30.32	100	98.5	85.1	94.17	34.25	35.88	23.9	49.5
YOR157C	530.5	504.64	510.25	684.33	1050.07	960	869	809	591.92	738.5	628.75	577	396	1123.96	567	591.13	805.25	1004.5	834.82	1121.83	299	399	282.55	623.67
YOL107W	212.86	1019.13	178.84	1323	251	241.74	267.05	236.5	223.81	508.39	282.16	358.83	167	350.32	1133.17	1260.78	262.07	210.97	254.42	355	112	176.05	252.22	387.63
YOR274W	357.29	182.51	374.57	215.9	659.27	442	629.18	403.63	428.34	302.86	449.7	187.47	220.89	569.96	134.27	163.62	414.17	370.25	351.37	442.33	121.5	195.75	113.6	221.64
YOL013W-B	1.19	0.04	1	1	1	0	4	2	2	0	3.07	3	2	2.25	0	0	1.12	2	0	0	0.07	3	1	3
YOR343C	167.17	660.33	126	764	106.17	66	99	84	192.11	1267.5	224.06	1150.31	100.5	214	609	670.17	76	54.17	63	78	65	107	664	979.33
YOR093C	1053	744.65	991.5	1015.86	1968.88	1637.58	1586.3	1416.83	1053	1348.75	1341.45	897.72	677.1	1507.03	781.5	818.29	1490.67	1512.57	1653.95	2341.25	402	592.1	565.61	952.5
YOR381W-A	23	485.83	27.33	547.75	21	20	11	18.25	8	24	10	16	14	37	403	397	6	4	10	14	7	10	7	12
YOL065C	220	224.5	226.67	311	384.35	329.31	371	237	253	304	319	249	163	406	227	252.5	350	266.6	252	339	113	150	141	237.5
YOR092W	1504.88	568.92	1529.3	636.25	2486.29	1576.29	2523.88	1375.75	1792.83	853.14	1889.58	660.17	727.57	2038.04	390.92	409.45	1960.6	1532.57	1411.9	1940.21	749.11	979.07	417.18	633.39
YOR207C	2708.92	1886.5	2796.17	2441.81	4581.35	3413.58	3960.12	3013.7	2655.07	3044.77	2970.58	2039.19	1767.38	4616.69	1717	1827.6	3914.21	3680.37	3582.32	4925.95	1192.83	1771.93	1353.56	2282.33
YOR365C	3	7.64	3	3.63	24.08	13.32	23.17	15.14	9.25	5.67	11.25	4.32	9.17	6.42	4.17	1.25	22	0.35	21.86	8.42	2	1	4	6.31
YOL005C	436.5	164.5	429	207	774	595	733	496	527.17	508	505	402	377.25	989.5	174.5	184	713.37	600.5	535	680	296	434	306	563.5
YOL020W	901.39	458.32	975.03	654.48	1539.36	1371.21	1504.65	1237.17	1188.82	938.96	1288.08	720.82	577.83	1426.58	346.83	373.41	1307.18	1237.38	1368.82	1845.94	398.42	568.8	327	570.78
YOL053W	164.25	119.75	194.18	134.88	263.38	189.25	247.06	187.54	156.46	124.31	210.14	102.2	139	336.06	110.58	108.88	261	241.97	219.36	340.08	68.6	107.12	64.85	101.24
YOL117W	176.56	179.92	159.9	223.14	275.89	245.69	273.83	204.63	208.75	216.62	237.91	163.06	127.42	312.63	156.72	171.68	277.6	280.44	236.58	339.12	60.99	107.49	90.32	156.71
YOR038C	512.75	350.14	483	440.21	859.33	684.6	749.5	555	519.5	566	708.5	383.67	301	789.4	276.84	300.48	752.6	627.99	616.6	962.04	234	312.35	191.24	350.87
YOR303W	2471.75	1639.44	2434.05	1794.23	5182.76	4593.96	4495.46	4138.65	3306.51	3687.71	3634.99	2925.51	1740.64	4338.64	1206.2	1347.13	4760.61	3810.1	4252.19	4727.12	1680.51	1901.95	1618	2653.1
YOR137C	564.67	747.55	528	935	655.6	594.25	729.05	582	644.89	901	623	692	351.25	807.5	749.07	784.1	652.5	500.5	620.17	830.39	236	389	440.57	724.06
YOL034W	172.96	165.25	141.28	216.22	304.39	262.33	243.02	240.35	165.72	205.2	194.53	143.18	112.43	278.92	180.85	173.01	275.79	262.14	303.08	359.74	78.28	88.83	100.64	152.07
YOR052C	1137.91	2145.71	1305.4	2486.47	1592.96	1376.83	1538.08	1336.21	1421.21	2374.71	1522.72	1808.22	857.92	2227.33	2482.28	2585.59	1346.58	930.17	1192.83	1443.54	572.58	788.62	1387.4	2033.08
YOR190W	19.07	11	13.25	9.42	43.7	22	28.98	20.17	15.75	10.71	16.25	11.17	13	18.88	10.38	13.23	17.08	29	22.17	46.25	3	2	3.1	10.12
YOL039W	1238	763	1345.67	825.5	2027.13	1432.5	1729.67	1276.88	1416.67	1038	1308.83	771	918	2405.16	458.33	478.76	1602.17	1552.08	1152.67	1311.33	759.17	1029.33	477	850.08
YOR349W	427.73	306.7	441.38	405.13	1006.92	868.46	890.43	769.77	562.81	623.67	697.4	475.12	277.54	742.48	269.06	264.56	741.78	754.68	794.29	1239.58	225.38	327	227.89	336.64
YOL090W	830.4	1143.34	814.71	1420.78	1655.1	1485.28	1431.33	1396.47	846.49	1385.9	1099.95	992.62	497.75	1269.77	811.17	1006.17	1377.28	1186.63	1479.9	1828.46	350.25	529.31	536.61	787.57
YOR271C	1220.04	653.26	1342.33	759.92	2481.83	1746	2205.25	1701.5	1688.32	1085.5	1571.5	838.25	588.33	1871	505	485	1908	1616	1698	2314.51	531	787	412.33	650.33
YOR173W	339.56	247.75	270.25	336.67	470.89	380.96	448.07	332.23	313.26	278.07	379.21	245.57	166.28	399.8	249.17	230.32	387.46	250.73	277.51	389.5	112.06	165.33	132	224.93
YOR106W	362.15	312.13	358.94	393.1	415.25	307.25	397	285.33	334.05	419.42	477.05	254.5	341.93	1024.65	490.37	439.71	613.93	537.66	470.3	591.16	178.07	269.83	261.06	412.12
YOR108W	2285.51	683.75	2363.75	846.18	4082.49	3085.91	3611.26	2686.42	2624.92	1294.56	2895.9	1026.78	1574.87	4234.11	407.23	425.81	3674.82	3902.22	3518.7	5711.12	1175.17	1542.34	487.74	999.31
YOR059C	147	135.55	154.87	217.5	221.55	193.5	217.75	159	146.25	238.05	163.17	164	154.75	419.5	187	205.5	277.25	284.5	284.58	337.17	110	148.5	107.06	187
YOL149W	294.11	148.58	285.05	212.03	424.42	297.83	409.25	230.33	287	198.33	322.45	153.58	206.92	521.75	130.73	153.11	398.58	318.62	225.67	258	104	149	98.17	141.76
YOR121C	473.67	364.5	439.8	417.5	582.5	523.5	668	548	542.5	588	654	474	311	615.35	295.56	399.11	529.42	408	423.5	509.5	291.5	359	371.3	503.83
YOL106W	17.5	137.36	18.5	209	34	24	17	27.5	22.5	52.81	23.67	33.5	14.17	25.17	179.47	195.11	23.5	17.5	36.1	59.83	11	9	25.56	36
snR9	792.42	625.42	826	793.67	1183.75	1003.5	1061.25	872.67	889.17	794.86	715	753	844.5	1284.83	658	746	900.33	1083.25	849	706.58	477	496.75	495.33	730.83
YOR295W	41	40.08	44.08	50.07	49.93	70.33	66.58	69	61.29	57.38	73	38.25	57.25	114.29	42	48.81	47.08	63.17	57.5	58	17	25	23.25	51
YOR203W	353.33	250.73	349.83	276.17	704.67	693.33	614	603.68	415.83	442.77	480	364	204	512.07	154.98	160.01	532.51	370.46	460.42	429.94	203.08	238	219.28	311.47
YOR132W	507.15	636.55	486.28	825.68	893.4	642.71	782.12	563.38	534.21	760.55	609.9	560.3	358.19	930.13	587.77	603.75	778.82	702.24	598.87	855.67	215.3	351.6	313.63	561.9
YOR216C	575.17	374.71	586.5	625.82	863	598	712.75	488	579.25	524.29	673	329.08	439.33	1084.67	432.7	422.5	795.5	662.62	610	763.5	217	334	203.08	348.5
YOR099W	1072.35	783.62	1085.7	1039.32	1638.75	1134.48	1557.38	1004.92	1160.17	1105.31	1353.75	863.67	826.86	1984.19	862.08	875.55	1605.84	1429.58	1365.13	1609.42	609.08	893.25	635.97	1072.83
YOR001W	784.12	362.1	770.1	498.28	1179.18	839.18	1026.75	753.47	758.87	636.76	845.67	414.96	586.53	1465.23	341.5	373.43	1075.74	1137.23	912.26	1248.15	351.79	495.33	282.92	518.37
YOR009W	383.09	248.49	479.35	305.35	1123.18	947.22	1061.28	871.81	823.87	480.24	664.44	366.93	226.78	639.04	260.49	354.46	694.83	733.23	1068.89	1609.95	222.92	307.36	214.17	321.84
YOR204W	3829.5	2090.49	3955.08	2584.66	5796.52	3866.54	5183.04	3359.22	4645.03	3412.88	4443.51	2797.33	2508.67	6418.89	1791.92	1926.1	4611.11	4944.07	3823.38	4748.56	2236.83	3065	1472.12	2883.26
YOR209C	1683.06	1479.67	1642.42	1894	2454.1	1712.17	2151.5	1504.5	1719.58	2130.31	1825	1507.67	1257.67	2923.92	1255.72	1334.17	2204	1764.5	1517	1761.33	758.5	1146.25	969.5	1604
