Geneid	AY31	AY32	AY33	AY34	AY35	AY36	AY37	AY38	AY39	AY40	AY41	AY42 	AY1	AY2	AY3	AY4	AY5	AY6	AY7	AY8	AY9	AY10	AY11	AY12
YBR045C	27.29	41	27.29	66	90	81.04	67.25	63	31.25	52.5	37.25	46	18.27	59.21	73	72	60	101	146.75	190.5	14	25	24	46.5
YBR291C	283	134.5	286.1	157	573.32	709.22	486	510	254.5	174.17	332.5	164.31	258.5	614.92	115	119.25	776.5	557	685	874	219.5	293.32	121	176.5
YBR137W	181	160	209.6	214.5	317	276	288.25	248	207.5	228	209	167	205	492	214	208.86	389	321.5	275	337.88	135	154	140.88	296.92
YBR079C	5936.23	2347.47	5523.55	2852.87	8203.43	5883.17	7265.25	4946.58	5522.67	3756.87	6265.81	2642.45	4541.37	10647.85	2350.1	2467.2	8632.35	7547.07	7186.76	8760.17	3196.06	4257.75	1963.11	3430.91
YBR017C	2880	1715.56	2958.75	2110.85	4823.08	3455.75	4346	2974.33	3102.17	2479.82	3429	1852.62	1996.19	4768.18	1336.17	1524.83	4102.99	3994.99	3435.99	4693.58	1339	1934.72	1114.21	1793.67
YBL044W	0.28	0.08	1.42	0.4	0.61	0.32	0.29	0	0	0	0.33	0.17	0.51	2.17	0.5	0.96	0.26	0.5	0.61	1.64	0.27	0.21	1.13	0.97
YBL023C	328.56	358.35	328.67	444.5	611.42	469.42	516.25	408.25	344.25	510.83	415	316.08	258	626.52	350	370.06	565.58	576.95	525.25	749.5	166	276	199.03	378
YBR127C	5993.45	4186.38	5842	5390.46	9509.75	7181.67	7933.67	6261.5	6399	5614	6897	4595.62	5511.05	11934.56	4408.92	4640.75	9261.39	9202.77	7560.02	8917.97	3529.17	5194.08	2749	4890.25
YBR152W	141.15	98.25	132.05	104.83	246.8	214.8	229.75	181.5	148.05	160.25	181.5	116.1	119.05	275.83	102	110.6	240.05	245.67	233.33	340	69.05	109.6	83	128.84
YBR035C	1006.5	1001.71	973.25	1254.75	1830.75	1693	1613.5	1487	1134.75	1345	1310	1151	719	1855.92	840.75	882	1484	1117.75	1314.04	1304.75	506	661.5	600.42	994.36
YBR289W	1125.83	1396.12	996.81	1626.61	1784.25	1540.79	1653.34	1401.25	1165.46	1410	1575.67	1021.4	606.93	1717.59	1249.25	1283.75	1657.58	1445.08	1569.32	2131.69	474	692	651.75	989.39
YBL017C	3402.47	6110.42	3344.85	7666.53	4357.79	3585.75	4146.06	3254.82	3417.42	7184.5	3648.51	5587.75	2689.19	5723.72	6205.47	6539.67	4120.31	3814.57	3783.27	5771.82	1573	2360.5	3549.27	5696.38
YBR157C	130.67	47	112.5	53.5	310	178.5	249.44	182.5	126	77.5	147	59.25	83	191	43.13	43	308.5	224.25	236	256.5	85	91	27	68.07
YBL104C	571.07	468.5	553	570	985.61	764.5	857.31	654.5	558.42	638.5	724.25	488	353	917	361.75	352.5	860.06	808.5	806.75	1126.25	290.75	354.5	251	469.25
YBL109W	90.46	56.88	79.43	55.84	150.38	119.69	144.85	104.09	134.69	74.73	130.78	57.68	38.24	102.18	40.7	62.52	117.86	120.74	132.92	211.69	38.44	80.44	42.47	60.87
tL(UAA)B1	0.44	0	0	1	1	0.44	1.17	1.21	1.5	1	0.53	0.14	0.67	2.34	0	0.33	0.5	0.14	0.17	0.78	0	1	0.44	0.96
YBR072C-A	2.38	2	2.25	3	4.25	3	5.5	2.25	4.92	6	4.25	3	2.25	5.42	3	4.25	1.25	2.17	1.5	0	1	1	0	0
YBR300C	2	1	1	2	1.1	3	1	0	2	4	4	2.1	3	5	0	1	1.5	1.92	2.17	2.5	1	1.5	0	1.2
YBR195C	206.62	185.88	206.05	174.24	313.67	262.68	243.13	177.83	195.5	232.24	249.5	155.56	122.33	425.6	182	161.86	292.75	277	290.67	374.99	110.07	134.38	103.31	210.75
YBR233W	219.25	497	196.75	647	303.07	283.66	299.41	269	188.17	416.55	267.05	339.5	150	391.08	524.33	513.58	277	241.33	369.75	423.75	125.75	131.75	200.67	323.25
YBR262C	67	56	81	64	114.5	118	120	86	69	67	67	47	38	122	37.9	46.4	106.12	70.78	83	84.25	40	31	35	59
YBR020W	340.1	157.11	265.27	267.67	330.25	249	281.52	206.5	251.99	202.95	238.31	165.1	335.06	646.76	289	261.45	301	508.29	352.17	635.39	260.5	266.17	243	298.83
YBR085C-A	697.5	608	798	767.62	1394	1380.25	1358.75	1249	923	1140	813.78	990	385	1022	509	553	877.06	650	909	993.5	383	457	626	999.08
YBR123C	149.81	157.82	154.67	160.62	277.4	241.25	248	177.67	150.5	252	207	165.75	106.28	251.32	141.66	144.87	255.64	246.81	240.83	325.41	66.22	94.15	120.91	159.02
YBR221C	3425.47	2529.25	3651.83	3126.25	5581.6	4403.92	5350.2	4231.32	4455.25	3629.77	4681.5	3033.5	2415.25	5213.38	2167.08	2333.05	4154.56	3607.57	3800.35	4406.33	2154	2623.18	1724.37	2858.47
YBL029W	198.33	53.56	147.22	96.54	209.38	167.39	173.17	109.83	139.12	83.89	228	83.92	137.11	349.47	99.61	117.93	305	231.07	277.48	260.86	84.84	146.22	54.35	83.38
YBL045C	2803.53	2473.55	3115.54	3326.29	5555.9	5720.58	5152.17	5037.55	3623.25	3829.33	3910.56	3322	1547.88	4031.25	2448.04	2534.17	3604.92	3136.03	4894.25	5504.97	1945	1761.25	2159.48	3253
YBR191W-A	49	25	40.5	29	79	46.5	78	54.5	62.5	34.5	46.5	21.5	39.5	95.33	11	14.5	55	50	39.5	39.48	22.5	42.5	20.37	24.25
YBR154C	486	279	592	346.5	758.67	525	629.5	473	492	351	551.5	258	498.25	1352	303	306.5	898	815	625	706	267	367.5	222.17	435.66
YBR278W	125	101	155	155	217.32	194.08	207.5	170.1	159	165.25	172.5	97.34	103	265.11	140.12	135	267.5	153	194	184.06	67	72.12	103.38	143
YBR273C	398.07	398.62	432.62	512.36	667.45	568.5	652.47	480.25	456.17	627.57	585.06	425.06	325.17	887	432.81	397.55	713.15	623	539.31	703	228	296	274.16	425.1
YBR032W	3	1	0.5	1.5	4.94	9	9.42	5.67	4.56	2.17	2	1	1	3	0.5	0.15	12.5	2	4	1.5	0.14	2	1.5	5.15
YBR048W	5376.93	2722.35	5480.55	2870.14	8475.25	5736.22	7865.88	5289.46	6139.56	3959.15	6380.98	2670.52	3240.25	8089.83	1504.86	1655.32	6779.25	5695.1	4827.72	5645.08	3225.7	4446.58	1837.96	3000.75
YBR104W	411.56	207.54	409.68	253.17	658.56	564.42	593.73	442.62	407	430.92	485.62	275.58	307.5	858.33	161.1	185.37	694.32	472.72	504.72	504.02	189	231.83	199.09	306.08
YBL079W	3665.65	2631.32	3634.25	3156.8	5897.3	4943.33	5464.62	4467.43	3893.8	3628.65	4561.19	2759.84	2296.09	5327.04	2071.98	2193.67	4986.94	4820.24	4736.97	7397.94	1663.39	2391.34	1669.24	2531.05
YBR265W	449.62	371.44	392.33	498.83	379.03	287.75	345.2	234.46	373.42	413.62	483	334	276	638.5	344.5	313.56	350.33	368.06	257.39	331	195	294.67	184	323.5
YBR249C	4294.83	2951.29	4278.37	3561.75	7159.22	5513.06	5949.58	4841.35	4530.58	3335.1	4799.64	2622.47	3419.67	7955.18	2251.86	2301.52	6406.12	5646.51	5137.25	5451.75	2430.5	3186.5	1496.95	2704.47
YBR203W	426.5	574.92	519.14	852	1162.58	1198.48	1132.39	1068.33	604.12	855.83	576.78	668.17	246.75	600.5	562.58	632.33	932.88	832	1150.19	1712.92	205.75	295.67	437	634.83
YBR184W	23	15.25	14.42	17.21	32.02	37	36.25	23.83	22	18.98	25.1	10.55	13	38.13	16	16.17	45	24.9	38	35.08	10.5	14	8	18.73
YBR170C	230	271.33	287.73	374.5	567.51	417	458.71	380.47	277.75	359.75	348.46	253.33	214.85	561.12	318.67	289.46	443.99	433.51	440.7	524.05	155.5	178.5	151.68	262.28
YBR173C	1626.25	1449.75	1664.5	1672.46	2676.86	2195.44	2489.64	2060.46	1915.75	1966.5	1992	1619.94	1068.75	2399.25	1312	1451.36	2177.25	1758.33	1802.33	1982.71	890.06	1188.7	1336.25	1824.95
YBR133C	1945.56	2560.67	1706.5	3289.38	1736	1567.5	1505.32	1487.45	1882.8	2735.85	2225.48	2210.55	1161.22	2912.32	2425.35	2686.56	1356.33	1220.02	1620.51	2115.89	830.18	1194.2	1277.88	2060.99
YBR275C	1132.64	913.58	1129.06	1124.21	2344.93	2137.54	2101.57	1879.74	1259.29	1254.88	1476.41	846.2	746.92	1899.05	761.47	827.83	2087.32	2055.19	2138.27	2798.37	517.06	718.48	491.49	793.51
YBL108W	1.55	3.81	1.7	3.16	1.81	3.13	3.68	4.08	4.18	1.73	5.37	2.02	2.48	8.12	4.5	10.57	7.45	6.05	12.32	11.57	1.66	1.78	7.13	11.19
YBL113W-A	3.1	4.33	11.57	1.88	21.97	11.87	24.51	16.57	12.96	7.08	13.25	3.89	7.03	11.44	3.47	4.48	13.96	18.58	31.66	29.62	3.61	7.71	2.75	7.5
YBL085W	1348.19	1441.01	1253.43	1887.35	1586.69	1301.91	1531.5	1136.03	1478.38	1917.15	1669.41	1440.96	910.28	2106.36	1376.93	1380.22	1451.25	1080.09	1221.41	1458.96	533.42	790.72	890.01	1349.07
YBL052C	751.08	2000	640	2726.58	409.92	336.65	398.08	298.87	474.7	483.54	587.08	351.42	654.25	1306.33	2331.83	2584.5	522.25	458.62	398.43	551.21	224.5	404.64	213.5	388.8
YBL009W	194.66	335.02	183.47	459.75	228.01	241.25	200.58	217.7	191.62	342.62	229.65	226.93	85.62	249.94	316.45	338.57	164.47	131.68	226.44	282.25	61.71	98.05	125.87	251.94
YBR283C	4894.54	2811.25	4768.33	3388.25	7310.36	5363.37	6910.92	5102	6037.83	4212.5	6284.81	3481.81	3020.58	7030.73	2243	2531.5	6014.55	5522.29	5299.84	7319.63	2473.58	3578.25	2012.07	3147.38
YBR094W	760.27	712.94	766.1	947.73	1378.81	1141.22	1202.51	940.33	729.82	1015.48	856.92	714.85	444.42	1110.54	635.27	651.67	1076.85	897.2	1077.13	1446.16	305.67	415.58	485.38	728.58
YBR258C	140	523.12	134.5	622.1	123	104	126	83	115	189	129	133.25	87	251.55	654.48	652.95	156.5	103.06	124.67	138.11	59	86.1	113.67	173.39
YBR201W	182.33	155.12	199	185.58	278	204.06	267.25	175	218	187	233	173	131.5	419.25	180	179.5	285	250	213	262.25	76	137.13	141	199
YBR070C	8.62	7	14.38	18	24.92	27.12	21.25	18	9.25	15.25	16.5	3	8.1	30.12	12.17	13	31.25	35	38	41.5	6.5	7	5	12
tE(UUC)B	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0
YBR198C	771.42	664.07	793.17	902.75	1391.79	1090.81	1104.09	845.5	788.21	851.83	764.58	640.72	683	1584.47	759.5	741.41	1358.14	1477.15	1294.35	1975.47	441.19	549.42	471.25	797.33
YBL056W	863.67	591.3	888.5	809.07	1392.97	940.09	1197.53	861.31	897.62	876.56	1013.22	645.94	718.54	1613.29	589.31	631.37	1136.1	1102.83	953.56	1150.27	411	549.94	403.78	625.08
YBL099W	4505.78	3714.97	5295.68	4644.93	8496.83	7526.51	7699.44	6840.5	5898.98	5200.45	6019.89	4744.38	2739.45	6510.23	3199.16	3299.95	5235.62	4381.08	6170.71	6276.83	3095.63	2946.75	2445.75	4114.28
YBR257W	124.81	71	146.5	100	248	219.08	260.5	201	170	172.75	229.1	114	112	253.48	103	69	271	259.81	244.2	291.82	68	100	73	141.75
YBR126W-A	103.93	72.39	102.1	95.5	200.29	170.33	170.42	148.75	137.4	123.33	119.25	103.5	104.94	277.72	109.92	114.49	230.4	217.28	196.27	228.78	80.9	115.5	83.23	146.92
YBR242W	850	972.08	778.23	1168.38	1162.54	1212.88	1042.5	1169.25	881	1578.25	978	1131.1	573.5	1408.83	903.5	883.58	1075	744	1090.33	1349.47	285.25	359.5	729.25	1078.92
YBL008W	290.73	250.66	306.73	323.79	472.84	447.98	443.86	398.02	304.07	341.55	355.12	280.65	178.34	529.29	217.44	230.72	489.37	372.84	516.48	694.95	146.48	190.71	168.87	299.38
YBR181C	3620.42	2110.33	3887.75	2099.75	5970.61	3698	5145.08	3348.92	3824.12	2339.55	3727.35	1626.08	3643.22	11111.94	1500.94	1500.39	5711.42	5734.57	4143.83	4432.5	2117	2719.5	1245.52	2015.61
tC(GCA)B	0.25	0.2	1	0.5	0	0	1	0	0	0.25	0	0	0	9	1	5	0	0	0	0	0	2	0	3
YBR052C	252.5	228.25	270.35	322	476.5	411.67	457	336.5	309	270	301.25	217.67	228.88	557.5	289.5	293.38	450.5	349.75	323.5	419.44	139.5	178.5	151.88	246.25
YBR093C	1383.08	160.33	1458	123.67	2681.54	746.42	2099.25	720.58	1309.71	131.75	1102.81	102.25	1331.42	2839.87	110.12	109.75	2703.14	2060.17	908.5	918.71	928	1041.33	118	111.83
YBR049C	827.07	641.55	753.25	787.25	1314.52	1004.07	1154.5	919.98	833.82	967.75	1191.5	670.5	400.17	978.67	419	433.5	1057.79	756.1	934.32	1263.5	312	449	377.22	532
YBR056W	497.65	870.5	551.44	1294.96	817.33	865.15	752.58	739.1	529.44	1165.33	619.05	924.48	341.9	950.48	1007.78	1023.07	711.11	660.26	670.18	853.67	223.33	304.78	516.03	873.92
YBL030C	2169.34	1812.08	2698.6	2248	4242.92	4329	3967.83	4016.5	3228	2795.62	3027.56	2568.5	1250.5	3057	1612.33	1649.5	2418.39	2542.83	3755.75	4448.3	1590	1321	1327	2170.86
tT(AGU)B	2	0	1	0	1.25	0	1	1	1	1	1	2	3	2	1.25	0	0	1	2	2.03	1	1	0.07	1
YBR141C	95.5	30	95	41	152	125	131.42	106	100	71	100	50	35.31	117	27.5	29	102.55	110	107.83	166	32	38.5	14.06	40
YBR226C	1	2.5	3	3.56	5.5	7.06	4	6.25	3.1	1.5	4.58	0.5	2.5	8.5	1	2.92	4	2	3.94	2.03	1.06	1	0.25	2.67
YBL005W	831.14	604.53	755.12	770.77	1263.9	921.65	1111.07	878.76	966.63	1036.19	1101.64	753.54	445.8	1000.52	411.82	473.27	976.35	876.79	825.91	1266.42	317.32	476.44	381.71	612.12
YBR151W	983.5	808.5	986.5	1109.32	1558.82	1290.48	1446.2	1123.07	1149.24	1103.83	1321.57	828.07	813.58	1783.43	809.33	842.33	1402.5	1222.08	1253.07	1497.5	576.1	738.04	524.93	868
YBR144C	22.25	13	24	18	41	33	39	28	19	22	35	17	14	18	6	9	44	21	34.5	29.25	8.33	18	9	23
YBR178W	0	0	1	0.33	2	11	4.67	4.72	4	3	4	1	2	5.17	0.17	1.81	2.69	3.18	5.68	8.22	1	4.14	2.19	4.36
YBR138C	62.05	192	88.22	231.75	123.75	107	91.72	120.25	77.92	185	82.93	148	50.75	98.75	174.5	202.17	95.83	75.17	102.56	140.29	31	46.25	89.21	118.24
YBL090W	81.06	54.05	111.5	70.6	139.17	134.56	147.5	118.55	94.5	61.5	118.5	61.33	88.38	232.39	95.05	78.05	166.25	140.27	160.38	176.17	78.56	68.08	57.06	78.55
YBL105C	1771.5	1391.75	1710.85	1725.25	3159.25	2675.65	2785.59	2328.58	1951.75	1832	2210.49	1347	1334.1	3201.48	1397.08	1466.56	2927.31	3090.48	2978.38	4362.56	878	1362	897.33	1463.06
YBL102W	455.67	273.62	500.64	376.6	889.5	739.62	802	650.67	611.77	425.31	700.9	342.5	358.58	962.1	282.33	290.37	801.89	699.89	773.97	856.32	330	421.56	219.11	376.44
YBL011W	801.49	548.94	819.32	812.46	1556.99	1304.15	1483.95	1114.52	964.33	861.46	1008.29	798.52	604.95	1471.09	554.97	600.77	1345.26	1349.16	1455.45	2195.08	411.67	630.56	405.47	648.23
YBR095C	234.06	192.5	192.33	270	355	252.57	288.62	228.5	238.5	302	305.35	218.81	179.06	449.17	214	224.92	320	299	277.85	284.06	113.06	153.17	141	215.5
YBR196C-B	11	9	21	11	27.12	15	18	8	20	9	15.11	9.1	9	20.1	7	9	21.05	21.15	21	25	12	18	7	10
YBL048W	4.5	8.5	4	3	4	1.17	6	7.5	2	6	3.54	4.5	0	6	4.5	0	3	6.5	3	5.21	2.5	3	2.12	4
YBR066C	496	980.57	451.12	1259.5	610.31	350.57	612.6	370	451.75	531	516	436.12	380.42	870	1192.5	1124.94	585	332.24	365.58	358.17	212	315	276	418.25
YBR292C	149	94	150	107	220.29	187	211.75	197.05	184.5	178	237.62	130	73	174.05	58	54	161	102.12	175.5	202	85	100	104.83	116.22
YBR018C	267.56	101.75	213	184.76	197.33	123.29	189	102.08	153	139	231.75	91	209	432.5	166.12	151.5	163	228.46	107.25	242	135	175	102.25	144
YBR194W	84	74	82	97	168	133.25	186.07	116	109	115	157	69	77	216.33	63.61	60.5	138.33	129.75	113.75	159.87	41.33	68	38	75
YBR076C-A	91.5	80	93	127	137.5	125.07	188	116	108	171.5	125.5	131	59	163.5	91	98	138	119.75	137	155	46.5	78	76.94	143.94
YBR108W	1081.16	1308.95	1173.56	1445.65	2652.61	2282.51	2499.82	2077.4	1567.22	1918.31	1611.9	1451.87	649.92	1830.71	1063.92	1195.12	2047.88	2001.55	2245.37	3165.39	630.08	766.44	743.85	1227.18
YBR046C	202.2	212.12	198.81	266.52	435.17	420.46	357.39	356.12	239.36	419.62	248.35	272.52	149	357	193	188.88	375.77	252.14	328.5	344.89	103.5	161.25	154.83	252.6
YBR235W	1041.23	819.43	1028.54	1006.53	1883.25	1666.06	1724.36	1501.08	1253.92	1181.25	1314.25	889.6	823	1896.35	864.33	953.61	1792.92	1675.85	1881.92	2706.18	579.05	769.09	593.17	918.5
YBR274W	344	257.25	331	293	590	443.5	492	409.17	387	381.17	438	287.67	188.33	505.08	179.33	214.25	406	427.5	451.5	563.5	165	238.12	161.5	316.42
YBL006C	196	141.17	201.25	203.5	353	238.25	257.11	181.5	209.5	221	187.5	182	180	491.5	185.75	219.5	315.5	313.1	299.1	338.95	130	198	183	278
YBR186W	6.5	1.17	7.1	1	16.56	5.62	13	9.56	4.75	1	7	6.64	5.5	16.29	2	5.25	11.24	2.25	16.17	10	2	6.1	7	0
YBR277C	0	1.06	1	2.7	2	6.67	1	3	1.5	2.25	1.17	2.25	0.25	3.07	0	0.25	2	1	2.75	2.5	0.5	1	0.1	0
YBR185C	300.06	198.5	336.75	284.5	506.42	568	534.8	531.1	382.1	295.1	405	241	154.06	359.25	205	196.05	298	234	415.25	562.08	154	146.06	129	201.18
YBL078C	56.17	136.75	61	191	144	151	129.25	115	70.25	171.12	74.25	133	61	203	263	252	145	126.5	160	170	37	63	140	251
YBR037C	179.5	109.25	197.1	144.06	355.75	337	355.75	285.5	211.75	157	251	135	77.45	212.12	82	92.17	219.72	213	292	425.07	85.75	91.5	58.13	142.91
YBR015C	1279.42	755.67	1334.08	1050.75	2304.08	1765.07	2043.42	1562.97	1445.56	1074.12	1546.75	856.25	933.17	2583.85	845.67	822.33	2157.47	2239.98	2252.39	3245.9	685.5	962.17	477.33	898.08
YBR016W	594.44	1135.56	628.14	1386.33	1016.75	842.05	956.64	709.09	747.56	1978.11	739.48	1597.64	351.19	1072.03	1064.22	1101.92	758.94	668.39	778.48	957.5	320.19	465.03	1197.29	2009.33
YBL107W-A	71.1	114.34	61.68	162.52	65.18	42.26	45.76	39.7	54.2	86.03	72.85	62.15	68.37	207.86	172.39	235.39	147.37	113.17	148.91	183.91	36.96	77.17	118.42	144.27
YBL071W-A	59	52.5	79.5	76	129.17	119.5	87.08	75.17	71	99.5	85	80	37	158.33	67.67	69.33	104.22	85.5	135.33	118.75	36	38.22	44	130
YBR269C	86.17	180.29	114	209.5	199	216	193	185	133	212.5	112	231.25	61.5	169	167	173	107	128	151.25	138	64	69	106	216
YBR266C	0	0.1	0	1	0.25	0.25	0.25	0.06	0.25	1.5	0	2	0	1	0.5	0.1	2	0	3	0.29	0	0	0	0.5
YBR055C	518	331.58	525.12	469.58	757.06	645.25	679.33	512.75	559.88	516.33	690.83	336	483	1113.01	369.42	410.2	813.5	771	744.67	874.96	266.75	369.25	237.25	414.25
YBR088C	246	588.92	268.5	681.33	538.75	682.75	468	587.5	270.5	680.5	318.17	433	129.25	416.98	460.17	483	456.55	362.75	474.72	628.58	140	189.25	390	608.38
tV(UAC)B	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
YBL019W	215.74	159.03	217.34	206.54	348.53	249.42	314.26	238.2	235.98	222.27	299.16	147.18	142.9	368.61	145.7	134.49	302.35	251.31	221.96	336.46	103.4	141.85	84.03	140.69
YBR112C	2296.42	2080.48	2402.92	2492.38	4675.18	3688.2	4324.7	3321.89	2908.1	2751.14	3339.58	2112.74	1598.42	4040.38	1910.85	2148.15	4241.05	4117.82	4042.24	5821.48	1228.76	1764.8	1187.13	2051.72
YBR164C	84.62	87	107.38	97.12	168.5	145.46	164	104	92.75	108	113.6	67	84	217.38	86.47	74.62	174.83	151	119.5	153.17	41.12	59	57.88	96
YBR148W	9.25	11.82	9.28	5.47	33.09	71.76	25.06	73.49	11.85	19.5	11.75	8.24	14.15	29.63	17.06	21.3	34.45	43.36	87.39	132.36	4.43	6.16	19.57	25.7
YBL020W	768.18	384.9	740.94	501.54	1264.63	951.75	1181.76	826.39	955.64	639.18	995.22	475.08	536.07	1426.78	383.25	438.12	1112.76	985.11	1060.76	1331.49	451.81	613.2	306.43	543.8
YBR208C	2707.31	4297	2656.56	5381.19	5817.39	2508	4877.3	2127.27	3651.47	5224.43	3763.75	3909.24	1742.77	4161.62	3929.71	3872.56	6009.73	6632.34	2337.73	3827.24	1144.67	2000.6	1984.98	3621.02
tD(GUC)B	0.25	0.38	0.1	0.12	1.1	0.5	1.88	0.88	0.62	0.12	0.25	0.35	0.25	2.38	1.38	0	0.62	0.57	0.25	1.75	0.25	0.12	0.12	0.85
YBR172C	1692.92	863.73	1552.5	1145.38	2448.5	1893.4	2146.72	1554.38	1633.17	1387.08	2056.62	1003.47	1196.25	2935.56	852.36	895.37	2363.5	2283.25	2052.85	2596	795.5	1068.56	670	1130.02
YBL097W	101.69	87.54	118.56	157.06	172.54	167.1	154.26	118.47	104.56	158	144.37	73.2	71.94	227.8	101.58	132.99	190.86	190.95	169.79	226.14	47.54	82.18	58.87	89.8
YBR050C	59	63.25	55.62	71	112	86	84.25	78.5	57	86.5	77.06	53	48	111	71	92.95	97	57.5	114.1	118.3	37	37.25	66	94
YBR183W	616.5	846.75	761.33	1078.75	1210.75	1133.08	1213.5	991	1008.5	1106	886.21	967	359	988.5	804.83	879.58	864.5	637.17	906.33	1135.5	329.5	428.05	614.07	912.33
YBR213W	91	374	90.75	443.52	202.5	220.78	179.81	202.5	113.28	253	100	248.25	65	138.81	286.92	281.5	191	186	236.94	380.5	45	67	133	213
YBR113W	0.06	2	3.06	2.89	2.25	5	6	2.05	0.13	1.38	2.2	0	0.06	2.85	1	2	2.12	1.07	1.06	2.32	2	0	1	0
YBL091C-A	54	79.5	54	88.5	79	54	72	51.75	45	86	60.12	52	31	85	71	61	51	47	49	46	22	27	38	64
YBR196C-A	56.5	28	52.5	31.5	84.94	37	71.5	43.5	77.5	21	71	27	24.5	88.5	16	27	60.44	37	34.62	56.5	22.5	33	10.5	21.5
YBR286W	8660.88	5677.6	8364.69	6203.77	14242.7	10883.22	13052.75	10151.97	10193.58	7575.25	10690.54	6502.02	6066.82	13480.36	4520.17	4958.25	12776.71	12899.33	11225.58	15601.2	4714.92	7153.33	3962.3	6019.92
YBR268W	150	74	210	117	279	235	266.25	210	209	95	229	88	136	346.33	92	96	254.83	231	267	283.89	146	146	75.75	127
YBR058C-A	989.25	567.25	960	713.5	1305.75	932.17	1250.25	952.25	957.5	711	1054.5	540.08	749	1491.75	579	652.8	1392.75	1096.5	982	1011	519	702	452	656
YBR287W	1259.33	1214.17	1374.67	1549.25	1988	1423.5	2058.1	1317.33	1707.78	2148.5	1597.67	1637.03	757	1871.11	1097.25	1150.97	1396.44	1194.75	1116.83	1560.17	643.75	929.78	1147	1800.61
YBL083C	162	44.83	153.83	56	303.83	240.83	271.33	213.5	246.5	131.5	233	99.5	70.83	250.43	40.5	53.57	194.54	227.3	224.5	380.33	82.5	111	44.17	91.5
YBL061C	1189.04	1774.5	1161.33	2250.25	1650.4	1514	1550.71	1304.97	1073.58	1748.5	1317.25	1270.27	903.33	2051.88	1719.94	1774.69	1555.42	1294.1	1481.3	1916.31	508	777.75	797.2	1201.52
YBR267W	750.5	356.33	725.83	378.5	1101.5	1039.5	1035.58	835.83	701	674.5	825.23	438	446.06	1340.98	287.5	283.6	1013.75	1024.5	1033.75	1309.38	364.83	385.44	288.78	529.96
YBR114W	201.33	308.75	200.85	390.38	452.63	382.99	422.38	328.83	255.31	381.04	248.78	281.08	141.96	389.9	318.08	396.33	333.87	363.47	434.31	632.67	115.25	129	142.5	285.18
YBL032W	472.06	297.04	478.33	447.59	824.36	481.11	597.65	415.62	529.27	438.44	596.64	390.31	395.04	1082.53	448.54	464.92	702.75	720.24	634.35	743.49	272.71	388.06	239.12	480.67
YBR219C	153.58	122.5	159.5	130.5	243.5	191.07	220.83	194.05	178.5	160.25	196.06	113.5	84.5	245.83	95.55	100.5	220.57	177.5	236.08	329.05	80	99.79	83.5	136.57
tF(GAA)B	0	0.62	1	0	2.27	0	0	0	0	0	0	0	0	2.43	0	0	0.08	0	0	0.5	0	0	0	1.08
YBR299W	24.7	36.62	29.5	47.75	83	82	56	49.5	33	52.12	35.67	30.92	16.06	75.67	38.5	38	48	40.06	85.62	92.75	14.5	32.31	25.5	36.17
YBR191W	4047.17	1903.33	4052.58	2051.02	5752.92	3987.42	5369.75	3744.08	4511.88	2898.5	4570.83	2057	3754	7452.25	1680.23	1670.5	5657.33	5001.18	3968.25	4426.23	2993.42	3640.33	1930.96	2832.26
YBR125C	395	401.25	448	557.5	641.5	532.5	621.42	410.5	451.25	542.77	512.83	410.5	268	753.56	375	423.25	573.75	507	493	634.5	196	270.7	262	444
YBL069W	403.67	202.46	489.67	210.9	769.29	480.57	771.67	433.49	585.72	263.12	469.05	213.75	186.27	568.36	92.74	123.18	400.71	341.57	404.79	461.97	200.16	218.3	62.83	129.07
YBR223C	310.23	1104.5	273.88	1395.24	456.78	419.86	464	396.33	347	1687.42	362	1305.51	185.25	467.38	828.5	846.99	396	332.17	354.76	523.34	139.12	185.25	617.74	997.33
YBR074W	1868.71	1050.1	1866.86	1251.26	2847.27	2165.45	2570.15	1897.08	2007.02	1508.27	2235.33	1098.81	1331.31	3212.32	990.31	1084.13	2660.49	2548.93	2425.07	3717.41	871.61	1272.96	647.13	1135.77
YBR201C-A	197	89	171	141	396.5	299.5	422	268	302	139	314	113	133	406.5	143	136	690	435	350	245	108	258	108	166
YBR187W	730	516.83	773	614	1251.25	692	1041.85	631	877	642.33	845.33	459.5	431.5	1257.75	392	408.33	900	907.5	726.33	920.67	296	482.88	218	447.32
YBL021C	39	14	37	38.05	48	33.25	48	27.5	43.25	46	30	23	30	111.08	29	25	67	64	39	50	26.5	26	20	40
YBL049W	92.33	63.94	118.58	80	137.5	100.33	109	88.17	118.1	79	96.5	55.6	45.7	137.25	58.7	57.58	95.04	93.67	55.77	71	37.5	50	39.46	59.83
YBL035C	499.7	775.33	419.88	970.31	802.98	807.14	710.31	681.75	545.07	736.5	652.57	505.15	306.85	846.09	548.63	672.36	762.4	599.45	680.67	891.25	219.07	321.51	295.29	410.49
YBL095W	71.12	148.35	86.54	183.43	123.18	157.93	132.92	130.83	91	182.73	87.65	147.66	66.6	168.1	193.18	159.5	129.33	131.76	153.92	224.25	55.75	72	123.58	201.58
